Player,Unnamed: 1_level_0 gp  Games Played,Passing att  Pass Attempts,Passing cmp  Pass Completions,Passing yds  Passing Yards,Passing yds/g  Passing Yards Per Game,Passing td  Touchdowns Passes,Passing int  Interceptions Thrown,Passing rate  Passer Rating,Rushing att  Rushing Attempts,Rushing yds  Rushing Yards,Rushing avg  Average Yards Per Rush,Rushing td  Rushing Touchdowns,Misc fl  Fumbles Lost,Fantasy Points,Fantasy Points Per Game,Position,Receiving tgt  Targets,Receiving rec  Receptions,Receiving yds  Receiving Yards,Receiving yds/g  Yards Per Game,Receiving avg  Average Yards Per Reception,Receiving td  Receiving Touchdowns,FG fgm  Field Goals Made,FG fga  Field Goal Attempts,FG lng  Longest Field Goal,FG 1-19  Field Goals 1-19 Yards,FG 1-19a  Field Goals 1-19 Yard Attempts,FG 20-29  Field Goals 20-29 Yards,FG 20-29a  Field Goals 20-29 Yard Attempts,FG 30-39  Field Goals 30-39 Yards,FG 30-39a  Field Goals 30-39 Yard Attempts,FG 40-49  Field Goals 40-49 Yards,FG 40-49a  Field Goals 40-49 Yard Attempts,FG 50+  Field Goals 50+ Yards,FG 50+a  Field Goals 50+ Yards Attempts,XP xpm  Extra Points Made,XP xpa  Extra Points Attempted,Team,Unnamed: 1_level_0 int  Interceptions,Unnamed: 2_level_0 sfty  Safeties,Unnamed: 3_level_0 sck  Sacks,Unnamed: 4_level_0 tk  Tackles,Unnamed: 5_level_0 frec  Defensive Fumbles Recovered,Unnamed: 6_level_0 fum  Forced Fumbles,Unnamed: 7_level_0 dtd  Defensive Touchdowns,Unnamed: 8_level_0 pts  Points Allowed,Unnamed: 9_level_0 ppg  Points Allowed Per Game,Yards Allowed pass  Net Passing Yards Allowed,Yards Allowed rush  Rushing Yards Allowed,Yards Allowed total  Total Yards Allowed,Yards Allowed avg  Yards Against Per Game,Unnamed: 14_level_0 fpts  Fantasy Points,Unnamed: 15_level_0 fppg  Fantasy Points Per Game
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston,18.0,0.0,52.6,672.0,12.0,16.0,3.3,361.0,21.2,0.0,1883.0,5380.0,316.5,166.4,9.8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh,14.0,0.0,46.2,727.0,17.0,24.0,3.4,361.0,21.2,0.0,2045.0,5809.0,341.7,162.6,9.6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,13.0,0.0,52.8,724.0,14.0,19.0,2.9,412.0,24.2,0.0,2279.0,5950.0,350.0,158.2,9.3
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chicago,13.0,0.0,47.1,692.0,15.0,21.0,3.1,398.0,23.4,0.0,2130.0,5851.0,344.2,155.7,9.2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Detroit,14.0,0.0,46.2,717.0,13.0,18.0,3.4,390.0,22.9,0.0,2120.0,5909.0,347.6,154.6,9.1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L.A. Rams,14.0,0.0,53.3,707.0,11.0,15.0,2.7,375.0,22.1,0.0,2255.0,5773.0,339.6,153.5,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Francisco,15.0,1.0,47.3,692.0,11.0,15.0,2.9,387.0,22.8,0.0,1926.0,5109.0,300.5,152.7,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arizona,12.0,1.0,46.1,714.0,13.0,18.0,3.0,414.0,24.4,0.0,2014.0,5723.0,336.6,150.1,8.8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cleveland,12.0,0.0,52.3,698.0,12.0,17.0,2.5,432.0,25.4,0.0,2206.0,5948.0,349.9,149.3,8.8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indianapolis,12.0,1.0,45.8,744.0,12.0,17.0,2.5,444.0,26.1,0.0,1845.0,5852.0,344.2,144.8,8.5
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay,12.0,0.0,42.6,727.0,13.0,18.0,2.8,376.0,22.1,0.0,1930.0,5492.0,323.1,143.4,8.4
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cincinnati,12.0,0.0,41.2,738.0,13.0,18.0,2.9,458.0,26.9,0.0,2270.0,6085.0,357.9,142.6,8.4
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tennessee,13.0,0.0,43.0,707.0,11.0,15.0,2.6,408.0,24.0,0.0,1874.0,5335.0,313.8,140.6,8.3
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las Vegas,12.0,0.0,46.8,702.0,9.0,13.0,2.3,425.0,25.0,0.0,1984.0,5356.0,315.1,136.6,8.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta,13.0,0.0,38.2,738.0,11.0,15.0,2.4,431.0,25.4,0.0,2211.0,5842.0,343.6,134.6,7.9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miami,12.0,0.0,37.9,688.0,10.0,14.0,2.6,409.0,24.1,0.0,2048.0,5379.0,316.4,131.5,7.7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carolina,13.0,0.0,34.2,737.0,10.0,13.0,2.5,469.0,27.6,0.0,2451.0,6353.0,373.7,129.2,7.6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacksonville,11.0,0.0,39.7,697.0,9.0,12.0,2.5,405.0,23.8,0.0,1822.0,5679.0,334.1,128.7,7.6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New England,12.0,0.0,35.4,692.0,10.0,13.0,2.2,405.0,23.8,0.0,1881.0,5387.0,316.9,126.6,7.4
